ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CATEGORY,SUBCATEGORY,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,PAYMENTFULLNAME
10235,41,35.35,7,1449.35,4/2/2004,Shipped,2,4,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,,Tsawassen,BC,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,Lincoln Elizabeth
10250,36,51.93,8,1869.48,5/11/2004,Shipped,2,5,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,,San Jose,CA,94217,USA,NA,Frick,Sue,Small,Frick Sue
10262,49,37.97,3,1860.53,6/24/2004,Cancelled,2,6,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10275,38,45.39,13,1724.82,7/23/2004,Shipped,3,7,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine
10284,33,51.93,5,1713.69,8/21/2004,Shipped,3,8,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,"Norway Gifts By Mail, Co.",+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Small,Klaeboe Jan
10296,26,48.44,1,1259.44,9/15/2004,Shipped,3,9,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,"Bavarian Collectables Imports, Co.",+49 89 61 08 9555,Hansastr. 15,,Munich,,80686,Germany,EMEA,Donnermeyer,Michael,Small,Donnermeyer Michael
10308,47,43.64,11,2051.08,10/15/2004,Shipped,4,10,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Small,Frick Steve
10316,34,47.57,3,1617.38,11/1/2004,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,,Cowes,Isle of Wight,PO31 7PJ,UK,EMEA,Bennett,Helen,Small,Bennett Helen
10328,34,51.93,7,1765.62,11/12/2004,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Rovelli Gifts,035-640555,Via Ludovico il Moro 22,,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Small,Rovelli Giovanni
10340,40,50.62,4,2024.8,11/24/2004,Shipped,4,11,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Enaco Distributors,(93) 203 4555,"Rambla de Catalu¤a, 23",,Barcelona,,8022,Spain,EMEA,Saavedra,Eduardo,Small,Saavedra Eduardo
10353,40,82.21,8,3288.4,12/4/2004,Shipped,4,12,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Gift Ideas Corp.,2035554407,2440 Pompton St.,,Glendale,CT,97561,USA,NA,Lewis,Dan,Medium,Lewis Dan
10361,33,82.59,3,2725.47,12/17/2004,Shipped,4,12,2004,Vintage Cars,43,S50_1341,Accessories,Keyboard,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Small,Huxley Adrian
10375,49,65.8,5,3224.2,2/3/2005,Shipped,1,2,2005,Vintage Cars,43,S50_1341,Accessories,Keyboard,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine
10388,27,100,1,3211.38,3/3/2005,Shipped,1,3,2005,Vintage Cars,43,S50_1341,Accessories,Keyboard,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium,Benitez Violeta
10398,49,36.66,5,1796.34,3/30/2005,Shipped,1,3,2005,Vintage Cars,43,S50_1341,Accessories,Keyboard,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,Henriot Paul
10401,56,35.35,7,1979.6,4/3/2005,On Hold,2,4,2005,Vintage Cars,43,S50_1341,Accessories,Keyboard,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,NA,Brown,William,Small,Brown William
10416,37,51.93,8,1921.41,5/10/2005,Shipped,2,5,2005,Vintage Cars,43,S50_1341,Accessories,Keyboard,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,Moroni Maurizio
10104,33,100,7,3705.24,1/31/2003,Shipped,1,1,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10115,27,100,3,2843.91,4/4/2003,Shipped,2,4,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,Hernandez Maria
10127,46,100,9,6176.42,6/3/2003,Shipped,2,6,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Young Jeff
10141,44,100,3,5500.44,8/1/2003,Shipped,3,8,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,Suominen Kalle
10151,26,100,1,3220.1,9/21/2003,Shipped,3,9,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,Koskitalo Pirkko
10165,48,94.92,10,4556.16,10/22/2003,Shipped,4,10,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium,Natividad Eric
10176,23,100,9,3114.89,11/6/2003,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium,Moroni Maurizio
10184,45,100,4,4948.2,11/14/2003,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,"Iberia Gift Imports, Corp.",(95) 555 82 82,"C/ Romero, 33",,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium,Roel JosePedro
10195,49,100,4,5161.17,11/25/2003,Shipped,4,11,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,NA,Frick,Steve,Medium,Frick Steve
10207,28,94.92,5,2657.76,12/9/2003,Shipped,4,12,2003,Trucks and Buses,115,S50_1392,Accessories,Adapter,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,NA,Franco,Valarie,Small,Franco Valarie
10220,37,100,9,3983.05,2/12/2004,Shipped,1,2,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Medium,Cassidy Dean
10230,34,100,7,3974.94,3/15/2004,Shipped,1,3,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Medium,Keitel Roland
10246,22,100,3,2928.42,5/5/2004,Shipped,2,5,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10259,29,100,2,3054.57,6/15/2004,Shipped,2,6,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium,Victorino Wendy
10271,34,98.39,3,3345.26,7/20/2004,Shipped,3,7,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10282,38,100,12,4310.72,8/20/2004,Shipped,3,8,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10292,41,100,6,4983.14,9/8/2004,Shipped,3,9,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Medium,Yu Kwai
10305,42,100,3,4618.32,10/13/2004,Shipped,4,10,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Hernandez Marta
10314,28,100,12,3403.12,10/22/2004,Shipped,4,10,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium,Ibsen Palle
10325,38,100,4,5190.42,11/5/2004,Shipped,4,11,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas
10336,23,100,8,3141.57,11/20/2004,Shipped,4,11,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",,Paris,,75012,France,EMEA,Bertrand,Marie,Medium,Bertrand Marie
10350,31,71.4,8,2213.4,12/2/2004,Shipped,4,12,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10359,46,100,2,4896.7,12/15/2004,Shipped,4,12,2004,Trucks and Buses,115,S50_1392,Accessories,Adapter,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,Henriot Paul
10371,48,56.55,10,2714.4,1/23/2005,Shipped,1,1,2005,Trucks and Buses,115,S50_1392,Accessories,Adapter,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10383,29,100,13,3087.05,2/22/2005,Shipped,1,2,2005,Trucks and Buses,115,S50_1392,Accessories,Adapter,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10395,46,100,4,5692.96,3/17/2005,Shipped,1,3,2005,Trucks and Buses,115,S50_1392,Accessories,Adapter,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,DaCunha Daniel
10412,26,100,3,3460.86,5/3/2005,Shipped,2,5,2005,Trucks and Buses,115,S50_1392,Accessories,Adapter,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10425,18,100,2,1895.94,5/31/2005,In Process,2,5,2005,Trucks and Buses,115,S50_1392,Accessories,Adapter,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Small,Labrune Janine
10104,32,53.31,2,1705.92,1/31/2003,Shipped,1,1,2003,Trains,58,S50_1514,Accessories,Headphone,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10117,21,49.21,11,1033.41,4/16/2003,Shipped,2,4,2003,Trains,58,S50_1514,Accessories,Headphone,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric
10127,46,69.12,4,3179.52,6/3/2003,Shipped,2,6,2003,Trains,58,S50_1514,Accessories,Headphone,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,NA,Young,Jeff,Medium,Young Jeff
10142,42,49.79,14,2091.18,8/8/2003,Shipped,3,8,2003,Trains,58,S50_1514,Accessories,Headphone,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10153,31,57.41,13,1779.71,9/28/2003,Shipped,3,9,2003,Trains,58,S50_1514,Accessories,Headphone,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10165,38,66.78,5,2537.64,10/22/2003,Shipped,4,10,2003,Trains,58,S50_1514,Accessories,Headphone,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",,Singapore,,79903,Singapore,Japan,Natividad,Eric,Small,Natividad Eric
10176,38,64.44,4,2448.72,11/6/2003,Shipped,4,11,2003,Trains,58,S50_1514,Accessories,Headphone,L'ordine Souveniers,0522-556555,Strada Provinciale 124,,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small,Moroni Maurizio
10185,20,48.62,15,972.4,11/14/2003,Shipped,4,11,2003,Trains,58,S50_1514,Accessories,Headphone,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small,Tam WingC
10196,46,62.09,7,2856.14,11/26/2003,Shipped,4,11,2003,Trains,58,S50_1514,Accessories,Headphone,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,NA,Murphy,Leslie,Small,Murphy Leslie
10208,30,65.61,15,1968.3,1/2/2004,Shipped,1,1,2004,Trains,58,S50_1514,Accessories,Headphone,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",,Lyon,,69004,France,EMEA,Saveley,Mary,Small,Saveley Mary
10220,30,68.54,4,2056.2,2/12/2004,Shipped,1,2,2004,Trains,58,S50_1514,Accessories,Headphone,"Clover Collections, Co.",+353 1862 1555,25 Maiden Lane,Floor No. 4,Dublin,,2,Ireland,EMEA,Cassidy,Dean,Small,Cassidy Dean
10230,43,52.14,2,2242.02,3/15/2004,Shipped,1,3,2004,Trains,58,S50_1514,Accessories,Headphone,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small,Keitel Roland
10247,49,63.85,4,3128.65,5/5/2004,Shipped,2,5,2004,Trains,58,S50_1514,Accessories,Headphone,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium,Suominen Kalle
10272,43,56.82,4,2443.26,7/20/2004,Shipped,3,7,2004,Trains,58,S50_1514,Accessories,Headphone,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,NA,Yu,Kyung,Small,Yu Kyung
10282,37,66.78,7,2470.86,8/20/2004,Shipped,3,8,2004,Trains,58,S50_1514,Accessories,Headphone,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10292,35,55.07,1,1927.45,9/8/2004,Shipped,3,9,2004,Trains,58,S50_1514,Accessories,Headphone,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,NA,Yu,Kwai,Small,Yu Kwai
10306,34,60.34,15,2051.56,10/14/2004,Shipped,4,10,2004,Trains,58,S50_1514,Accessories,Headphone,"AV Stores, Co.",(171) 555-1555,Fauntleroy Circus,,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Small,Ashworth Victoria
10314,38,61.51,7,2337.38,10/22/2004,Shipped,4,10,2004,Trains,58,S50_1514,Accessories,Headphone,Heintze Collectables,86 21 3555,Smagsloget 45,,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Small,Ibsen Palle
10325,44,100,7,5932.96,11/5/2004,Shipped,4,11,2004,Trains,58,S50_1514,Accessories,Headphone,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,Bergulfsen Jonas
10337,21,100,6,2296.77,11/21/2004,Shipped,4,11,2004,Trains,58,S50_1514,Accessories,Headphone,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,NA,Hernandez,Maria,Small,Hernandez Maria
10350,44,100,17,6490.88,12/2/2004,Shipped,4,12,2004,Trains,58,S50_1514,Accessories,Headphone,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium,Freyre Diego
10359,25,64.93,4,1623.25,12/15/2004,Shipped,4,12,2004,Trains,58,S50_1514,Accessories,Headphone,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Small,Henriot Paul
10372,24,58.58,9,1405.92,1/26/2005,Shipped,1,1,2005,Trains,58,S50_1514,Accessories,Headphone,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Small,Shimamura Akiko
10383,38,60.06,10,2282.28,2/22/2005,Shipped,1,2,2005,Trains,58,S50_1514,Accessories,Headphone,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10395,45,100,3,8977.05,3/17/2005,Shipped,1,3,2005,Trains,58,S50_1514,Accessories,Headphone,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Large,DaCunha Daniel
10413,51,63.85,4,3256.35,5/5/2005,Shipped,2,5,2005,Trains,58,S50_1514,Accessories,Headphone,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,NA,King,Julie,Medium,King Julie
10108,34,82.99,14,2821.66,3/3/2003,Shipped,1,3,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Small,Cruz Arnold
10121,44,74.85,1,3293.4,5/7/2003,Shipped,2,5,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Reims Collectables,26.47.1555,59 rue de l'Abbaye,,Reims,,51100,France,EMEA,Henriot,Paul,Medium,Henriot Paul
10135,44,96,15,4224,7/2/2003,Shipped,3,7,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10145,38,81.36,2,3091.68,8/25/2003,Shipped,3,8,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,NA,Young,Julie,Medium,Young Julie
10159,31,71.6,10,2219.6,10/10/2003,Shipped,4,10,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,NA,Brown,Julie,Small,Brown Julie
10169,48,80.55,10,3866.4,11/4/2003,Shipped,4,11,2003,Motorcycles,81,S50_4713,Accessories,Headphone,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium,O'Hara Anna
10180,21,93.56,5,1964.76,11/11/2003,Shipped,4,11,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Small,Rance Martine
10190,40,66.72,2,2668.8,11/19/2003,Shipped,4,11,2003,Motorcycles,81,S50_4713,Accessories,Headphone,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10211,40,80.55,10,3222,1/15/2004,Shipped,1,1,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Perrier Dominique
10224,50,77.29,3,3864.5,2/21/2004,Shipped,1,2,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Daedalus Designs Imports,20.16.1555,"184, chausse de Tournai",,Lille,,59000,France,EMEA,Rance,Martine,Medium,Rance Martine
10237,20,68.34,3,1366.8,4/5/2004,Shipped,2,4,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,NA,Frick,Michael,Small,Frick Michael
10252,48,72.41,7,3475.68,5/26/2004,Shipped,2,5,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",,Paris,,75016,France,EMEA,Perrier,Dominique,Medium,Perrier Dominique
10264,47,89.5,5,4206.5,6/30/2004,Shipped,2,6,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,,Boston,MA,51003,USA,NA,Yoshido,Juri,Medium,Yoshido Juri
10276,21,70.78,11,1486.38,8/2/2004,Shipped,3,8,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Small,Barajas Miguel
10285,39,78.92,2,3077.88,8/27/2004,Shipped,3,8,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium,Hernandez Marta
10299,44,80.55,5,3544.2,9/30/2004,Shipped,3,9,2004,Motorcycles,81,S50_4713,Accessories,Headphone,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium,Karttunen Matti
10309,28,88.68,1,2483.04,10/15/2004,Shipped,4,10,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Small,Bergulfsen Jonas
10319,45,77.29,6,3478.05,11/3/2004,Shipped,4,11,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,NA,Kuo,Kee,Medium,Kuo Kee
10331,20,100,5,3657.8,11/17/2004,Shipped,4,11,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium,Hernandez Rosa
10341,38,100,3,4682.36,11/24/2004,Shipped,4,11,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium,Pipps Georg
10356,26,100,4,3937.7,12/9/2004,Shipped,4,12,2004,Motorcycles,81,S50_4713,Accessories,Headphone,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium,DaCunha Daniel
10365,44,100,2,4984.32,1/7/2005,Shipped,1,1,2005,Motorcycles,81,S50_4713,Accessories,Headphone,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,NA,Tam,Wing C,Medium,Tam WingC
10375,49,100,8,5406.66,2/3/2005,Shipped,1,2,2005,Motorcycles,81,S50_4713,Accessories,Headphone,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",,Nantes,,44000,France,EMEA,Labrune,Janine,Medium,Labrune Janine
10390,22,100,13,3491.18,3/4/2005,Shipped,1,3,2005,Motorcycles,81,S50_4713,Accessories,Headphone,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium,Nelson Valarie
10403,31,68.34,3,2118.54,4/8/2005,Shipped,2,4,2005,Motorcycles,81,S50_4713,Accessories,Headphone,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small,Devon Elizabeth
10105,41,70.67,5,2897.47,2/11/2003,Shipped,1,2,2003,Ships,66,S700_1138,Technology,Desktop,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small,Petersen Jytte
10119,25,76.67,14,1916.75,4/28/2003,Shipped,2,4,2003,Ships,66,S700_1138,Technology,Desktop,Salzburg Collectables,6562-9555,Geislweg 14,,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Small,Pipps Georg
10129,31,60,5,1860,6/12/2003,Shipped,2,6,2003,Ships,66,S700_1138,Technology,Desktop,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,,London,,WX3 6FW,UK,EMEA,Brown,Ann,Small,Brown Ann
10142,41,64,2,2624,8/8/2003,Shipped,3,8,2003,Ships,66,S700_1138,Technology,Desktop,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small,Nelson Valarie
10153,43,64.67,1,2780.81,9/28/2003,Shipped,3,9,2003,Ships,66,S700_1138,Technology,Desktop,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small,Freyre Diego
10167,43,75.34,12,3239.62,10/23/2003,Cancelled,4,10,2003,Ships,66,S700_1138,Technology,Desktop,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,Larsson Maria
10177,24,76,3,1824,11/7/2003,Shipped,4,11,2003,Ships,66,S700_1138,Technology,Desktop,CAF Imports,+34 913 728 555,"Merchants House, 27-30 Merchant's Quay",,Madrid,,28023,Spain,EMEA,Fernandez,Jesus,Small,Fernandez Jesus
